title,release_year,type,director,cast,country,date_added,rating,year_added,no_of_seasons,listed_in,content_age,is_recent,genre
LEGO: CITY Adventures,2019,TV Show,Unknown director,Joe Zieja,United States,2020-11-01,TV-Y,2020,1,"Kids' TV, TV Comedies",6,False,Kids' TV
LEGO: CITY Adventures,2019,TV Show,Unknown director,Joe Zieja,United States,2020-11-01,TV-Y,2020,1,"Kids' TV, TV Comedies",6,False,TV Comedies
LOST SONG,2018,TV Show,Unknown director,Konomi Suzuki,Japan,2018-10-05,TV-14,2018,1,"Anime Series, International TV Shows",7,False,Anime Series
LOST SONG,2018,TV Show,Unknown director,Konomi Suzuki,Japan,2018-10-05,TV-14,2018,1,"Anime Series, International TV Shows",7,False,International TV Shows
La Doña,2016,TV Show,Unknown director,Aracely Arámbula,United States,2018-11-17,TV-14,2018,1,"Spanish-Language TV Shows, TV Dramas",9,False,Spanish-Language TV Shows
La Doña,2016,TV Show,Unknown director,Aracely Arámbula,United States,2018-11-17,TV-14,2018,1,"Spanish-Language TV Shows, TV Dramas",9,False,TV Dramas
La Esclava Blanca,2016,TV Show,Unknown director,Nerea Camacho,Colombia,2016-08-01,TV-MA,2016,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",9,False,International TV Shows
La Esclava Blanca,2016,TV Show,Unknown director,Nerea Camacho,Colombia,2016-08-01,TV-MA,2016,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",9,False,Spanish-Language TV Shows
La Esclava Blanca,2016,TV Show,Unknown director,Nerea Camacho,Colombia,2016-08-01,TV-MA,2016,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",9,False,TV Dramas
La Familia P. Luche,2012,TV Show,Unknown director,Eugenio Derbez,United States,2020-01-01,TV-14,2020,3,"International TV Shows, Spanish-Language TV Shows, TV Comedies",13,False,International TV Shows
La Familia P. Luche,2012,TV Show,Unknown director,Eugenio Derbez,United States,2020-01-01,TV-14,2020,3,"International TV Shows, Spanish-Language TV Shows, TV Comedies",13,False,Spanish-Language TV Shows
La Familia P. Luche,2012,TV Show,Unknown director,Eugenio Derbez,United States,2020-01-01,TV-14,2020,3,"International TV Shows, Spanish-Language TV Shows, TV Comedies",13,False,TV Comedies
La Femme,2016,TV Show,Unknown director,Zoe Tay,Unknown,2017-10-16,TV-14,2017,1,"International TV Shows, TV Dramas",9,False,International TV Shows
La Femme,2016,TV Show,Unknown director,Zoe Tay,Unknown,2017-10-16,TV-14,2017,1,"International TV Shows, TV Dramas",9,False,TV Dramas
La Grande Chaumière Violette,2016,TV Show,Unknown director,Eli Shi,Taiwan,2019-01-14,TV-14,2019,1,"International TV Shows, TV Dramas",9,False,International TV Shows
La Grande Chaumière Violette,2016,TV Show,Unknown director,Eli Shi,Taiwan,2019-01-14,TV-14,2019,1,"International TV Shows, TV Dramas",9,False,TV Dramas
La Línea: Shadow of Narco,2020,TV Show,Pepe Mora,Unknown actors,Spain,2020-09-09,TV-MA,2020,1,"Crime TV Shows, Docuseries, International TV Shows",5,False,Crime TV Shows
La Línea: Shadow of Narco,2020,TV Show,Pepe Mora,Unknown actors,Spain,2020-09-09,TV-MA,2020,1,"Crime TV Shows, Docuseries, International TV Shows",5,False,Docuseries
La Línea: Shadow of Narco,2020,TV Show,Pepe Mora,Unknown actors,Spain,2020-09-09,TV-MA,2020,1,"Crime TV Shows, Docuseries, International TV Shows",5,False,International TV Shows
La Mante,2017,TV Show,Unknown director,Carole Bouquet,France,2017-12-29,TV-MA,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,Crime TV Shows
La Mante,2017,TV Show,Unknown director,Carole Bouquet,France,2017-12-29,TV-MA,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,International TV Shows
La Mante,2017,TV Show,Unknown director,Carole Bouquet,France,2017-12-29,TV-MA,2017,1,"Crime TV Shows, International TV Shows, TV Dramas",8,False,TV Dramas
La Niña,2016,TV Show,Unknown director,Ana María Estupiñán,Colombia,2016-11-18,TV-MA,2016,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9,False,Crime TV Shows
La Niña,2016,TV Show,Unknown director,Ana María Estupiñán,Colombia,2016-11-18,TV-MA,2016,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9,False,International TV Shows
La Niña,2016,TV Show,Unknown director,Ana María Estupiñán,Colombia,2016-11-18,TV-MA,2016,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9,False,Spanish-Language TV Shows
La Piloto,2017,TV Show,Unknown director,Livia Brito,Mexico,2018-04-02,TV-MA,2018,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8,False,Crime TV Shows
La Piloto,2017,TV Show,Unknown director,Livia Brito,Mexico,2018-04-02,TV-MA,2018,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8,False,International TV Shows
La Piloto,2017,TV Show,Unknown director,Livia Brito,Mexico,2018-04-02,TV-MA,2018,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",8,False,Spanish-Language TV Shows
La Reina del Sur,2019,TV Show,Unknown director,Kate del Castillo,Mexico,2019-11-29,TV-MA,2019,2,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6,False,Crime TV Shows
La Reina del Sur,2019,TV Show,Unknown director,Kate del Castillo,Mexico,2019-11-29,TV-MA,2019,2,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6,False,International TV Shows
La Reina del Sur,2019,TV Show,Unknown director,Kate del Castillo,Mexico,2019-11-29,TV-MA,2019,2,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6,False,Spanish-Language TV Shows
La Robe De Mariee Des Cieux,2004,TV Show,Unknown director,Cyndi Wang,Taiwan,2019-11-15,TV-MA,2019,1,"International TV Shows, Romantic TV Shows",21,False,International TV Shows
La Robe De Mariee Des Cieux,2004,TV Show,Unknown director,Cyndi Wang,Taiwan,2019-11-15,TV-MA,2019,1,"International TV Shows, Romantic TV Shows",21,False,Romantic TV Shows
La Rosa de Guadalupe,2010,TV Show,Unknown director,Milia Nader,Mexico,2019-01-15,TV-PG,2019,1,"Classic & Cult TV, Crime TV Shows, International TV Shows",15,False,Classic & Cult TV
La Rosa de Guadalupe,2010,TV Show,Unknown director,Milia Nader,Mexico,2019-01-15,TV-PG,2019,1,"Classic & Cult TV, Crime TV Shows, International TV Shows",15,False,Crime TV Shows
La Rosa de Guadalupe,2010,TV Show,Unknown director,Milia Nader,Mexico,2019-01-15,TV-PG,2019,1,"Classic & Cult TV, Crime TV Shows, International TV Shows",15,False,International TV Shows
La Révolution,2020,TV Show,Unknown director,Amir El Kacem,France,2020-10-16,TV-MA,2020,1,"International TV Shows, TV Action & Adventure, TV Dramas",5,False,International TV Shows
La Révolution,2020,TV Show,Unknown director,Amir El Kacem,France,2020-10-16,TV-MA,2020,1,"International TV Shows, TV Action & Adventure, TV Dramas",5,False,TV Action & Adventure
La Révolution,2020,TV Show,Unknown director,Amir El Kacem,France,2020-10-16,TV-MA,2020,1,"International TV Shows, TV Action & Adventure, TV Dramas",5,False,TV Dramas
La Viuda Negra,2016,TV Show,Alejandro Lozano,Ana Serradilla,Colombia,2019-01-15,TV-14,2019,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9,False,Crime TV Shows
La Viuda Negra,2016,TV Show,Alejandro Lozano,Ana Serradilla,Colombia,2019-01-15,TV-14,2019,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9,False,International TV Shows
La Viuda Negra,2016,TV Show,Alejandro Lozano,Ana Serradilla,Colombia,2019-01-15,TV-14,2019,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9,False,Spanish-Language TV Shows
La casa de papel,2021,TV Show,Unknown director,Úrsula Corberó,Spain,2021-09-03,TV-MA,2021,5,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4,False,Crime TV Shows
La casa de papel,2021,TV Show,Unknown director,Úrsula Corberó,Spain,2021-09-03,TV-MA,2021,5,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4,False,International TV Shows
La casa de papel,2021,TV Show,Unknown director,Úrsula Corberó,Spain,2021-09-03,TV-MA,2021,5,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4,False,Spanish-Language TV Shows
Ladies Up,2019,TV Show,Unknown director,Prashasti Singh,India,2020-03-27,TV-MA,2020,1,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",6,False,International TV Shows
Ladies Up,2019,TV Show,Unknown director,Prashasti Singh,India,2020-03-27,TV-MA,2020,1,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",6,False,Stand-Up Comedy & Talk Shows
Ladies Up,2019,TV Show,Unknown director,Prashasti Singh,India,2020-03-27,TV-MA,2020,1,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",6,False,TV Comedies
Lady Dynamite,2017,TV Show,Unknown director,Maria Bamford,United States,2017-11-10,TV-MA,2017,2,TV Comedies,8,False,TV Comedies
"Lady, la vendedora de rosas",2015,TV Show,Unknown director,Natalia Reyes,Colombia,2018-04-01,TV-14,2018,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",10,False,International TV Shows
"Lady, la vendedora de rosas",2015,TV Show,Unknown director,Natalia Reyes,Colombia,2018-04-01,TV-14,2018,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",10,False,Spanish-Language TV Shows
"Lady, la vendedora de rosas",2015,TV Show,Unknown director,Natalia Reyes,Colombia,2018-04-01,TV-14,2018,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",10,False,TV Dramas
Land Girls,2011,TV Show,Unknown director,Becci Gemmell,United Kingdom,2017-08-01,TV-14,2017,3,"British TV Shows, International TV Shows, TV Dramas",14,False,British TV Shows
Land Girls,2011,TV Show,Unknown director,Becci Gemmell,United Kingdom,2017-08-01,TV-14,2017,3,"British TV Shows, International TV Shows, TV Dramas",14,False,International TV Shows
Land Girls,2011,TV Show,Unknown director,Becci Gemmell,United Kingdom,2017-08-01,TV-14,2017,3,"British TV Shows, International TV Shows, TV Dramas",14,False,TV Dramas
Larry Charles' Dangerous World of Comedy,2019,TV Show,Unknown director,Larry Charles,Unknown,2019-02-15,TV-MA,2019,1,"Docuseries, TV Comedies",6,False,Docuseries
Larry Charles' Dangerous World of Comedy,2019,TV Show,Unknown director,Larry Charles,Unknown,2019-02-15,TV-MA,2019,1,"Docuseries, TV Comedies",6,False,TV Comedies
Larva,2015,TV Show,Unknown director,Unknown actors,Russia,2021-07-06,TV-Y7,2021,3,"Kids' TV, Korean TV Shows, TV Comedies",10,False,Kids' TV
Larva,2015,TV Show,Unknown director,Unknown actors,Russia,2021-07-06,TV-Y7,2021,3,"Kids' TV, Korean TV Shows, TV Comedies",10,False,Korean TV Shows
Larva,2015,TV Show,Unknown director,Unknown actors,Russia,2021-07-06,TV-Y7,2021,3,"Kids' TV, Korean TV Shows, TV Comedies",10,False,TV Comedies
Larva Island,2019,TV Show,Unknown director,Hong Bum-ki,Unknown,2019-03-01,TV-Y7,2019,2,"Kids' TV, Korean TV Shows, TV Comedies",6,False,Kids' TV
Larva Island,2019,TV Show,Unknown director,Hong Bum-ki,Unknown,2019-03-01,TV-Y7,2019,2,"Kids' TV, Korean TV Shows, TV Comedies",6,False,Korean TV Shows
Larva Island,2019,TV Show,Unknown director,Hong Bum-ki,Unknown,2019-03-01,TV-Y7,2019,2,"Kids' TV, Korean TV Shows, TV Comedies",6,False,TV Comedies
Las muñecas de la mafia,2018,TV Show,Unknown director,Amparo Grisales,Colombia,2021-08-10,TV-MA,2021,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",7,False,Crime TV Shows
Las muñecas de la mafia,2018,TV Show,Unknown director,Amparo Grisales,Colombia,2021-08-10,TV-MA,2021,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",7,False,International TV Shows
Las muñecas de la mafia,2018,TV Show,Unknown director,Amparo Grisales,Colombia,2021-08-10,TV-MA,2021,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",7,False,Spanish-Language TV Shows
Last,2015,TV Show,Unknown director,Kye-sang Yoon,South Korea,2017-05-22,TV-14,2017,1,"Crime TV Shows, International TV Shows, Korean TV Shows",10,False,Crime TV Shows
Last,2015,TV Show,Unknown director,Kye-sang Yoon,South Korea,2017-05-22,TV-14,2017,1,"Crime TV Shows, International TV Shows, Korean TV Shows",10,False,International TV Shows
Last,2015,TV Show,Unknown director,Kye-sang Yoon,South Korea,2017-05-22,TV-14,2017,1,"Crime TV Shows, International TV Shows, Korean TV Shows",10,False,Korean TV Shows
Last Chance U,2020,TV Show,Unknown director,John Franklin III,United States,2020-07-28,TV-MA,2020,5,Docuseries,5,False,Docuseries
Last Chance U: Basketball,2021,TV Show,Unknown director,Unknown actors,Unknown,2021-03-10,TV-MA,2021,1,Docuseries,4,False,Docuseries
Last Tango in Halifax,2020,TV Show,Juliet May,Derek Jacobi,United Kingdom,2021-01-12,TV-MA,2021,4,"British TV Shows, Romantic TV Shows, TV Dramas",5,False,British TV Shows
Last Tango in Halifax,2020,TV Show,Juliet May,Derek Jacobi,United Kingdom,2021-01-12,TV-MA,2021,4,"British TV Shows, Romantic TV Shows, TV Dramas",5,False,Romantic TV Shows
Last Tango in Halifax,2020,TV Show,Juliet May,Derek Jacobi,United Kingdom,2021-01-12,TV-MA,2021,4,"British TV Shows, Romantic TV Shows, TV Dramas",5,False,TV Dramas
Lava Ka Dhaava,2021,TV Show,Unknown director,Jaaved Jaaferi,India,2021-05-05,TV-PG,2021,1,Reality TV,4,False,Reality TV
Lavender,2002,TV Show,Unknown director,Ambrose Hsu,Taiwan,2019-01-15,TV-14,2019,1,"International TV Shows, Romantic TV Shows, TV Dramas",23,False,International TV Shows
Lavender,2002,TV Show,Unknown director,Ambrose Hsu,Taiwan,2019-01-15,TV-14,2019,1,"International TV Shows, Romantic TV Shows, TV Dramas",23,False,Romantic TV Shows
Lavender,2002,TV Show,Unknown director,Ambrose Hsu,Taiwan,2019-01-15,TV-14,2019,1,"International TV Shows, Romantic TV Shows, TV Dramas",23,False,TV Dramas
Law School,2021,TV Show,Unknown director,Kim Myung-min,South Korea,2021-04-14,TV-14,2021,1,"Crime TV Shows, International TV Shows, TV Dramas",4,False,Crime TV Shows
Law School,2021,TV Show,Unknown director,Kim Myung-min,South Korea,2021-04-14,TV-14,2021,1,"Crime TV Shows, International TV Shows, TV Dramas",4,False,International TV Shows
Law School,2021,TV Show,Unknown director,Kim Myung-min,South Korea,2021-04-14,TV-14,2021,1,"Crime TV Shows, International TV Shows, TV Dramas",4,False,TV Dramas
Laws of Attraction,2012,TV Show,Unknown director,Wayne Chua,Unknown,2017-10-16,TV-14,2017,1,"International TV Shows, Romantic TV Shows, TV Comedies",13,False,International TV Shows
Laws of Attraction,2012,TV Show,Unknown director,Wayne Chua,Unknown,2017-10-16,TV-14,2017,1,"International TV Shows, Romantic TV Shows, TV Comedies",13,False,Romantic TV Shows
Laws of Attraction,2012,TV Show,Unknown director,Wayne Chua,Unknown,2017-10-16,TV-14,2017,1,"International TV Shows, Romantic TV Shows, TV Comedies",13,False,TV Comedies
Leah Remini: Scientology and the Aftermath,2018,TV Show,Unknown director,Leah Remini,United States,2020-11-01,TV-14,2020,3,Docuseries,7,False,Docuseries
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,2015,TV Show,Unknown director,Chloe Marsden,United Kingdom,2017-07-01,TV-Y,2017,1,"British TV Shows, Kids' TV",10,False,British TV Shows
Learning Songs by Little Baby Bum: Nursery Rhyme Friends,2015,TV Show,Unknown director,Chloe Marsden,United Kingdom,2017-07-01,TV-Y,2017,1,"British TV Shows, Kids' TV",10,False,Kids' TV
Learning Time with Timmy,2018,TV Show,Unknown director,Saskia Portway,United Kingdom,2020-05-15,TV-Y,2020,1,"British TV Shows, Kids' TV",7,False,British TV Shows
Learning Time with Timmy,2018,TV Show,Unknown director,Saskia Portway,United Kingdom,2020-05-15,TV-Y,2020,1,"British TV Shows, Kids' TV",7,False,Kids' TV
Legacies,2019,TV Show,Unknown director,Danielle Rose Russell,United States,2020-04-03,TV-14,2020,2,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",6,False,TV Dramas
Legacies,2019,TV Show,Unknown director,Danielle Rose Russell,United States,2020-04-03,TV-14,2020,2,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",6,False,TV Sci-Fi & Fantasy
Legacies,2019,TV Show,Unknown director,Danielle Rose Russell,United States,2020-04-03,TV-14,2020,2,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows",6,False,Teen TV Shows
Legend Quest,2017,TV Show,Unknown director,Benny Emmanuel,Mexico,2017-02-24,TV-Y7,2017,1,Kids' TV,8,False,Kids' TV
Legend Quest: Masters of Myth,2019,TV Show,Unknown director,Johnny Rose,Mexico,2019-10-05,TV-Y7,2019,1,"Kids' TV, Spanish-Language TV Shows",6,False,Kids' TV
Legend Quest: Masters of Myth,2019,TV Show,Unknown director,Johnny Rose,Mexico,2019-10-05,TV-Y7,2019,1,"Kids' TV, Spanish-Language TV Shows",6,False,Spanish-Language TV Shows
Legends of Strength,2017,TV Show,Unknown director,Eugen Sandow,United States,2019-01-18,TV-PG,2019,1,Docuseries,8,False,Docuseries
Legend of Exorcism,2020,TV Show,Shen Leping,Bian Jiang,Unknown,2021-06-30,TV-14,2021,1,"Anime Series, Crime TV Shows, International TV Shows",5,False,Anime Series
Legend of Exorcism,2020,TV Show,Shen Leping,Bian Jiang,Unknown,2021-06-30,TV-14,2021,1,"Anime Series, Crime TV Shows, International TV Shows",5,False,Crime TV Shows
Legend of Exorcism,2020,TV Show,Shen Leping,Bian Jiang,Unknown,2021-06-30,TV-14,2021,1,"Anime Series, Crime TV Shows, International TV Shows",5,False,International TV Shows
Lego Friends,2017,TV Show,Unknown director,Elisa Schnebelie,Unknown,2020-01-01,TV-G,2020,3,Kids' TV,8,False,Kids' TV
Lego Friends: Girls on a Mission,2018,TV Show,Andrew Tan,Jasmine St. Clair,Denmark,2019-02-01,TV-Y,2019,1,Kids' TV,7,False,Kids' TV
Leila,2019,TV Show,Unknown director,Huma Qureshi,India,2019-06-14,TV-MA,2019,1,"British TV Shows, International TV Shows, TV Dramas",6,False,British TV Shows
Leila,2019,TV Show,Unknown director,Huma Qureshi,India,2019-06-14,TV-MA,2019,1,"British TV Shows, International TV Shows, TV Dramas",6,False,International TV Shows
Leila,2019,TV Show,Unknown director,Huma Qureshi,India,2019-06-14,TV-MA,2019,1,"British TV Shows, International TV Shows, TV Dramas",6,False,TV Dramas
Lenox Hill,2020,TV Show,Unknown director,Unknown actors,United States,2020-06-10,TV-MA,2020,1,"Docuseries, Reality TV, Science & Nature TV",5,False,Docuseries
Lenox Hill,2020,TV Show,Unknown director,Unknown actors,United States,2020-06-10,TV-MA,2020,1,"Docuseries, Reality TV, Science & Nature TV",5,False,Reality TV
Lenox Hill,2020,TV Show,Unknown director,Unknown actors,United States,2020-06-10,TV-MA,2020,1,"Docuseries, Reality TV, Science & Nature TV",5,False,Science & Nature TV
Leo & Tig,2017,TV Show,Unknown director,Agniya Kuznetsova,Unknown,2018-08-20,TV-Y,2018,1,Kids' TV,8,False,Kids' TV
Let's Eat,2021,TV Show,Sarawut Wichiensarn,Apinya Sakuljaroensuk,Unknown,2021-06-16,TV-14,2021,1,"International TV Shows, Romantic TV Shows, TV Comedies",4,False,International TV Shows
Let's Eat,2021,TV Show,Sarawut Wichiensarn,Apinya Sakuljaroensuk,Unknown,2021-06-16,TV-14,2021,1,"International TV Shows, Romantic TV Shows, TV Comedies",4,False,Romantic TV Shows
Let's Eat,2021,TV Show,Sarawut Wichiensarn,Apinya Sakuljaroensuk,Unknown,2021-06-16,TV-14,2021,1,"International TV Shows, Romantic TV Shows, TV Comedies",4,False,TV Comedies
Let's Eat 2,2015,TV Show,Unknown director,Yoon Du-jun,Malaysia,2019-08-08,TV-MA,2019,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",10,False,International TV Shows
Let's Eat 2,2015,TV Show,Unknown director,Yoon Du-jun,Malaysia,2019-08-08,TV-MA,2019,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",10,False,Korean TV Shows
Let's Eat 2,2015,TV Show,Unknown director,Yoon Du-jun,Malaysia,2019-08-08,TV-MA,2019,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",10,False,Romantic TV Shows
